,Task,TaskName,Experiment,Phase,Query,QueryNumber,ContentionFactor,ThreadCount,AverageLatency,AverageLatencyMillis,AverageSize,OperationThroughput,DocumentThroughput,SizeThroughput,ErrorRate,Latency50thPercentile,Latency80thPercentile,Latency90thPercentile,Latency95thPercentile,Latency99thPercentile,WorkersMin,WorkersMax,LatencyMax,LatencyMin,DurationTotal,ErrorsTotal,OperationsTotal,DocumentsTotal,SizeTotal,OverheadTotal
123,query_es2_8_16.q2.reads,query_es2_8_16,es2,q2.reads,fixed_1: v41,2,8,16,1942629.4684,1.9426294684,383.0,7843.137254901962,7843.137254901962,3003921.568627451,0.0,1706749.5,2333363.8000000003,2808679.1333333333,3487322.0999999996,4940147.490000009,16,16,19443481.0,1140453.0,1275000000.0,0.0,10000.0,10000.0,3830000.0,1425910209580.0
124,query_es2_8_16.q3.reads,query_es2_8_16,es2,q3.reads,fixed_1: v17,3,8,16,2139035.9535,2.1390359535,381.0,7117.442788215507,7117.442788215507,2711745.702310108,0.0,1932797.5,2575148.6000000006,3055355.6333333333,3790306.5,5478906.576666676,16,16,14969195.0,1253213.0,1404999000.0,0.0,10000.0,10000.0,3810000.0,1446320605590.0
125,query_es2_8_16.q4.reads,query_es2_8_16,es2,q4.reads,fixed_1: v10,4,8,16,4453867.6304,4.4538676304,376.0,3467.4075823188564,3467.4075823188564,1303745.25095189,0.0,4442373.5,4525378.8,4601450.6,6456254.499999999,6960217.920000001,16,16,20246547.0,2475255.0,2883999000.0,0.0,10000.0,10000.0,3760000.0,1468811441562.0
126,query_es2_8_16.q5.reads,query_es2_8_16,es2,q5.reads,fixed_1: v7,5,8,16,33334637.7604,33.33463776040001,375.0,476.009139375476,476.009139375476,178503.4272658035,0.0,33131441.0,39789903.6,47695877.2,50146491.25,57221932.353333354,16,16,89792995.0,16182033.0,21008000000.0,0.0,10000.0,10000.0,3750000.0,1515170346605.0
127,query_es2_8_16.q6.reads,query_es2_8_16,es2,q6.reads,fixed_int: int_1,6,8,16,583842.91022,0.5838429102199999,0.0,23359.03372086749,0.0,0.0,0.0,514036.0,699474.0,779916.7666666666,909172.6999999994,1116275.7799999998,16,16,18920886.0,390199.0,4280998999.9999995,0.0,100000.0,0.0,0.0,1855467052506.0
128,query_es2_8_16.q7.reads,query_es2_8_16,es2,q7.reads,fixed_int: int_10,7,8,16,762177.43167,0.76217743167,373.0,17857.14285714286,17857.14285714286,6660714.285714286,0.0,659909.5,975921.0,1029638.0,1278413.9499999995,1606081.2899999993,16,16,5107912.0,498873.0,5600000000.0,0.0,100000.0,100000.0,37300000.0,1924226698060.0
129,query_es2_8_16.q8.reads,query_es2_8_16,es2,q8.reads,fixed_int: int_100,8,8,16,901140.35991,0.9011403599100001,373.0,15094.33962264151,15094.33962264151,5630188.679245283,0.0,777379.0,1140314.0,1227779.1333333333,1536967.2,1954759.2266666666,16,16,20654722.0,588741.0,6625000000.0,0.0,100000.0,100000.0,37300000.0,2015180146659.0
130,query_es2_8_16.q9.reads,query_es2_8_16,es2,q9.reads,fixed_int: int_1000,9,8,16,2184113.41619,2.1841134161899998,388.0,6211.1801242236015,6211.1801242236015,2409937.8881987575,0.0,1906386.0,2913050.6,2958729.1333333333,3423999.8999999957,4333168.7,16,16,23380513.0,1353526.0,16100000000.000002,0.0,100000.0,100000.0,38800000.0,2131611519674.0
131,query_es2_8_16.q10.reads,query_es2_8_16,es2,q10.reads,fixed_int: int_10000,10,8,16,17535535.6096,17.5355356096,388.0,822.0844841591266,822.0844841591266,318968.7798537412,0.0,15697243.5,21495485.0,24684117.03333333,27923404.299999997,34075718.3033333,16,16,84603124.0,10888822.0,121641999000.0,0.0,100000.0,100000.0,38800000.0,2511201315680.0
132,query_es2_16_1.load.inserts,query_es2_16_1,es2,load.inserts,load,load,16,1,3905643.42838,3.90564342838,174.4612,252.51504989697384,252.51504989697384,44054.07862308593,0.0,3786973.5,4300083.4,4675304.333333333,5105898.1499999985,6974932.249999998,1,1,58005742.0,2303752.0,396016000000.0,0.0,100000.0,100000.0,17446120.0,5546121813.0
133,query_es2_16_1.q1.reads,query_es2_16_1,es2,q1.reads,fixed_1: v101,1,16,1,1588906.2112,1.5889062111999999,384.0,615.6498183833037,615.6498183833037,236409.53025918858,0.0,1586832.5,1599949.4,1607137.7000000002,1617186.4,1642752.2800000007,1,1,2505378.0,1559895.0,16242999999.999998,0.0,10000.0,10000.0,3840000.0,396858501723.0
134,query_es2_16_1.q2.reads,query_es2_16_1,es2,q2.reads,fixed_1: v41,2,16,1,1627297.9697,1.6272979697,383.0,601.3590715015936,601.3590715015936,230320.52438511033,0.0,1622041.0,1640618.0,1653080.8333333335,1663789.3499999999,1698227.1400000004,1,1,2444118.0,1599395.0,16629000000.000002,0.0,10000.0,10000.0,3830000.0,413103866626.0
135,query_es2_16_1.q3.reads,query_es2_16_1,es2,q3.reads,fixed_1: v17,3,16,1,1729289.51,1.72928951,380.0,566.5401393688743,566.5401393688743,215285.25296017222,0.0,1724951.0,1743449.8,1753276.5,1763522.6,1800617.996666667,1,1,2139082.0,1697537.0,17651000000.0,0.0,10000.0,10000.0,3800000.0,429735225887.0
136,query_es2_16_1.q4.reads,query_es2_16_1,es2,q4.reads,fixed_1: v10,4,16,1,2933883.5026,2.9338835026,376.0,336.6890117063066,336.6890117063066,126595.06840157128,0.0,2929339.5,2950414.8,2962546.0,2972973.5,3011108.8000000007,1,1,3411853.0,2891530.0,29700999000.0,0.0,10000.0,10000.0,3760000.0,447392848643.0
137,query_es2_16_1.q5.reads,query_es2_16_1,es2,q5.reads,fixed_1: v7,5,16,1,16727120.7796,16.7271207796,373.0,59.6459416901274,59.6459416901274,22247.936250417522,0.0,16701967.5,16977567.400000002,17155968.700000003,17259513.65,17369066.393333334,1,1,18335418.0,16132772.0,167656000000.0,0.0,10000.0,10000.0,3730000.0,477169435012.0
138,query_es2_16_1.q6.reads,query_es2_16_1,es2,q6.reads,fixed_int: int_1,6,16,1,392677.21505,0.3926772150500001,0.0,2321.1550067313497,0.0,0.0,0.0,390361.0,398038.20000000007,402899.0,407067.0,417808.0,1,1,1570783.0,380211.0,43082000000.0,0.0,100000.0,0.0,0.0,648258131769.0
139,query_es2_16_1.q7.reads,query_es2_16_1,es2,q7.reads,fixed_int: int_10,7,16,1,402089.32733,0.40208932733,0.0,2265.4162082691364,0.0,0.0,0.0,399723.0,407469.0,412064.0,415847.0,425760.94999999995,1,1,661723.0,387793.0,44141999000.0,0.0,100000.0,0.0,0.0,691461559738.0
140,query_es2_16_1.q8.reads,query_es2_16_1,es2,q8.reads,fixed_int: int_100,8,16,1,478220.1643,0.47822016430000003,0.0,1890.4664137940981,0.0,0.0,0.0,476368.0,481201.0,487379.0,491015.0,502359.97,1,1,732894.0,464741.0,52896999000.0,0.0,100000.0,0.0,0.0,736749324094.0
141,query_es2_16_1.q9.reads,query_es2_16_1,es2,q9.reads,fixed_int: int_1000,9,16,1,1261444.41341,1.2614444134099998,0.0,708.7473599160843,0.0,0.0,0.0,1258388.0,1268061.0,1274109.0,1280361.0,1339409.566666666,1,1,1525778.0,1233395.0,141094000000.0,0.0,100000.0,0.0,0.0,799544438419.0
142,query_es2_16_1.q10.reads,query_es2_16_1,es2,q10.reads,fixed_int: int_10000,10,16,1,10917098.50552,10.91709850552,0.0,82.83638405929759,0.0,0.0,0.0,10809258.0,11224059.6,11315491.833333334,11388819.1,11515006.643333333,1,1,12495750.0,10498840.0,1207199000000.0,0.0,100000.0,0.0,0.0,1041406006119.0
143,query_es2_16_4.load.inserts,query_es2_16_4,es2,load.inserts,load,load,16,4,6926374.41756,6.926374417559999,174.4612,519.0275499823531,519.0275499823531,90550.1692029813,0.0,5641586.0,8181349.800000001,10434422.933333328,14717827.449999996,26629770.063333325,4,4,173573634.0,2444881.0,192668000000.0,0.0,100000.0,100000.0,17446120.0,11095657632.0
144,query_es2_16_4.q1.reads,query_es2_16_4,es2,q1.reads,fixed_1: v101,1,16,4,1899110.062,1.899110062,383.0,2062.2813079565494,2062.2813079565494,789853.7409473584,0.0,1901512.5,1984873.8,2017652.7000000002,2040990.25,2087163.4000000001,4,4,2469848.0,1586353.0,4848999000.0,0.0,10000.0,10000.0,3830000.0,774552927868.0
145,query_es2_16_4.q2.reads,query_es2_16_4,es2,q2.reads,fixed_1: v41,2,16,4,2002730.3351,2.0027303351,382.0,1958.0967299784609,1958.0967299784609,747992.9508517721,0.0,2009377.0,2072219.5999999999,2099923.0666666664,2123979.1,2177957.3966666674,4,4,2314712.0,1671880.0,5107000000.0,0.0,10000.0,10000.0,3820000.0,793947198394.0
146,query_es2_16_4.q3.reads,query_es2_16_4,es2,q3.reads,fixed_1: v17,3,16,4,2177976.3344,2.1779763344,379.0,1802.1268340470056,1802.1268340470056,683006.0701038151,0.0,2184246.5,2251844.4,2289688.7666666666,2325223.25,2384911.6766666668,4,4,2479678.0,1753199.0,5548999000.0,0.0,10000.0,10000.0,3790000.0,814396274586.0
147,query_es2_16_4.q4.reads,query_es2_16_4,es2,q4.reads,fixed_1: v10,4,16,4,3592989.3017,3.5929893017000003,378.0,1100.1100110011,1100.1100110011,415841.58415841585,0.0,3595250.0,3669928.2,3705549.0666666664,3738799.15,3803549.5966666667,4,4,3998251.0,3227137.0,9090000000.0,0.0,10000.0,10000.0,3780000.0,836618027084.0
148,query_es2_16_4.q5.reads,query_es2_16_4,es2,q5.reads,fixed_1: v7,5,16,4,17863739.2695,17.863739269499998,373.0,223.34390494483404,223.34390494483404,83307.2765444231,0.0,17878486.0,18078885.6,18160556.866666667,18241667.9,19206010.483333338,4,4,22540621.0,16695934.0,44774000000.0,0.0,10000.0,10000.0,3730000.0,873089840723.0
149,query_es2_16_4.q6.reads,query_es2_16_4,es2,q6.reads,fixed_int: int_1,6,16,4,405159.85468,0.40515985468,0.0,8950.148478488183,0.0,0.0,0.0,402430.0,411947.6,420497.0,430184.19999999995,447253.0,4,4,1899835.0,378103.0,11172999000.0,0.0,100000.0,0.0,0.0,1055776268683.0
150,query_es2_16_4.q7.reads,query_es2_16_4,es2,q7.reads,fixed_int: int_10,7,16,4,526850.51019,0.52685051019,373.0,7007.217924967972,7007.217924967972,2613692.2860130537,0.0,524124.0,534692.0,541961.0,549280.0,565919.5033333332,4,4,916364.0,502004.0,14270999000.0,0.0,100000.0,100000.0,37300000.0,1100736686648.0
151,query_es2_16_4.q8.reads,query_es2_16_4,es2,q8.reads,fixed_int: int_100,8,16,4,610663.2947,0.6106632947,373.0,5908.4198468785735,5908.4198468785735,2203840.6028857077,0.0,606820.5,625224.0,635037.0,644083.5499999999,664008.0,4,4,1427598.0,575716.0,16924999000.0,0.0,100000.0,100000.0,37300000.0,1159011027950.0
152,query_es2_16_4.q9.reads,query_es2_16_4,es2,q9.reads,fixed_int: int_1000,9,16,4,1530379.79694,1.5303797969400001,386.0,2275.364678954349,2275.364678954349,878290.7660763786,0.0,1498455.0,1624694.0,1646108.6333333333,1663413.0,1699158.3066666666,4,4,2037487.0,1360130.0,43948999000.0,0.0,100000.0,100000.0,38600000.0,1236657411634.0
153,query_es2_16_4.q10.reads,query_es2_16_4,es2,q10.reads,fixed_int: int_10000,10,16,4,11254465.34705,11.25446534705,389.0,319.5776461828048,319.5776461828048,124315.70436511106,0.0,11251243.0,11421485.8,11525359.066666666,11632497.05,11888696.973333333,4,4,13231522.0,10340225.0,312913000000.0,0.0,100000.0,100000.0,38900000.0,1515026649166.0
154,query_es2_16_8.load.inserts,query_es2_16_8,es2,load.inserts,load,load,16,8,8035413.20909,8.03541320909,174.4612,941.203045733056,941.203045733056,164203.41280224384,0.0,5932882.5,9356716.200000001,13495449.766666666,19481825.09999998,32374468.493333273,8,8,1088153311.0,2467113.0,106247000000.0,0.0,100000.0,100000.0,17446120.0,19559301593.0
155,query_es2_16_8.q1.reads,query_es2_16_8,es2,q1.reads,fixed_1: v101,1,16,8,1753217.1013,1.7532171013,385.0,4253.509145044662,4253.509145044662,1637601.0208421948,0.0,1638494.0,1707116.0,2495558.8333333335,2574714.6500000004,2629278.6533333333,8,8,12250796.0,1555424.0,2351000000.0,0.0,10000.0,10000.0,3850000.0,860707140466.0
156,query_es2_16_8.q2.reads,query_es2_16_8,es2,q2.reads,fixed_1: v41,2,16,8,1767978.4629,1.7679784629000002,382.0,4208.754208754209,4208.754208754209,1607744.1077441077,0.0,1685069.0,1730632.6,1879273.1,2615293.0,2728018.59,8,8,4257483.0,1597876.0,2376000000.0,0.0,10000.0,10000.0,3820000.0,879532558476.0
157,query_es2_16_8.q3.reads,query_es2_16_8,es2,q3.reads,fixed_1: v17,3,16,8,1871767.8297,1.8717678296999998,379.0,4019.292604501608,4019.292604501608,1523311.8971061094,0.0,1803707.5,1851148.8,1899029.5333333332,2546102.2499999986,2974454.896666668,8,8,4608183.0,1706656.0,2488000000.0,0.0,10000.0,10000.0,3790000.0,898545859353.0
158,query_es2_16_8.q4.reads,query_es2_16_8,es2,q4.reads,fixed_1: v10,4,16,8,3174746.1689,3.1747461689000005,377.0,2443.1962968962366,2443.1962968962366,921085.0039298813,0.0,3065086.5,3136167.0,3237837.7666666666,3563450.55,5522023.696666667,8,8,11258264.0,2910725.0,4092999000.0,0.0,10000.0,10000.0,3770000.0,918470080711.0
159,query_es2_16_8.q5.reads,query_es2_16_8,es2,q5.reads,fixed_1: v7,5,16,8,18426948.6741,18.4269486741,373.0,432.46983522899274,432.46983522899274,161311.2485404143,0.0,18345800.0,18821214.8,19086036.066666666,19322073.549999997,23319913.38666667,8,8,36389289.0,16801935.0,23123000000.0,0.0,10000.0,10000.0,3730000.0,951382169911.0
160,query_es2_16_8.q6.reads,query_es2_16_8,es2,q6.reads,fixed_int: int_1,6,16,8,443306.51897,0.44330651896999995,0.0,16168.151361059234,0.0,0.0,0.0,436834.0,455910.0,470227.6333333333,492985.19999999995,626704.7799999998,8,8,17232297.0,381353.0,6184999000.0,0.0,100000.0,0.0,0.0,1140203561908.0
161,query_es2_16_8.q7.reads,query_es2_16_8,es2,q7.reads,fixed_int: int_10,7,16,8,580765.41253,0.5807654125300001,373.0,12623.074981065389,12623.074981065389,4708406.967937389,0.0,564739.0,588587.2000000001,615092.0,684247.8499999999,857624.3066666666,8,8,10512836.0,499404.0,7922000000.0,0.0,100000.0,100000.0,37300000.0,1190003040447.0
162,query_es2_16_8.q8.reads,query_es2_16_8,es2,q8.reads,fixed_int: int_100,8,16,8,667739.56364,0.66773956364,373.0,10515.248214011379,10515.248214011379,3922187.5838262443,0.0,648420.0,678643.2,723660.7666666666,822162.4499999997,1009318.0866666664,8,8,2551558.0,581248.0,9509999000.0,0.0,100000.0,100000.0,37300000.0,1254724055231.0
163,query_es2_16_8.q9.reads,query_es2_16_8,es2,q9.reads,fixed_int: int_1000,9,16,8,1540117.82581,1.5401178258100003,386.0,4639.725543531088,4639.725543531088,1790934.059803,0.0,1518642.0,1557319.0,1600418.0333333332,1699082.65,2051680.1966666665,8,8,11506046.0,1381285.0,21552999000.0,0.0,100000.0,100000.0,38600000.0,1341702248433.0
164,query_es2_16_8.q10.reads,query_es2_16_8,es2,q10.reads,fixed_int: int_10000,10,16,8,11882136.16678,11.882136166780002,386.0,605.6898504551759,605.6898504551759,233796.28227569791,0.0,11868756.0,12068886.600000001,12184668.066666666,12296408.8,12640732.329999998,8,8,20372674.0,10980939.0,165101000000.0,0.0,100000.0,100000.0,38600000.0,1623638633836.0
165,query_es2_16_16.load.inserts,query_es2_16_16,es2,load.inserts,load,load,16,16,11245686.33578,11.245686335779999,174.4612,1358.086727418413,1358.086727418413,236933.44016948924,0.0,7124328.5,13360276.800000003,20346356.4,28441101.849999983,53785909.65333319,16,16,4097529507.0,3207730.0,73633000000.0,0.0,100000.0,100000.0,17446120.0,43090272108.0
166,query_es2_16_16.q1.reads,query_es2_16_16,es2,q1.reads,fixed_1: v101,1,16,16,2693734.7353,2.6937347352999996,389.0,5555.555555555556,5555.555555555556,2161111.111111111,0.0,2585695.5,2863265.4000000004,3914500.7666666666,4056485.6999999993,6497753.233333347,16,16,9629327.0,1569346.0,1800000000.0,0.0,10000.0,10000.0,3890000.0,1218437615001.0
167,query_es2_16_16.q2.reads,query_es2_16_16,es2,q2.reads,fixed_1: v41,2,16,16,2757780.6355,2.7577806355,383.0,5552.473932523005,5552.473932523005,2126597.516156311,0.0,2655785.0,2977058.2,4002645.633333334,4179697.6499999994,5877725.4,16,16,18168990.0,1616271.0,1800999000.0,0.0,10000.0,10000.0,3830000.0,1247262476009.0
168,query_es2_16_16.q3.reads,query_es2_16_16,es2,q3.reads,fixed_1: v17,3,16,16,3318923.9039,3.3189239039,387.0,4642.527689195771,4642.527689195771,1796658.2157187632,0.0,2941483.5,4287029.600000001,5072552.6,6183914.85,8626075.646666668,16,16,14549952.0,1734984.0,2153999000.0,0.0,10000.0,10000.0,3870000.0,1276103721049.0
169,query_es2_16_16.q4.reads,query_es2_16_16,es2,q4.reads,fixed_1: v10,4,16,16,5756106.4916,5.756106491600001,379.0,2686.0066306759686,2686.0066306759686,1017996.5130261921,0.0,5536168.5,7415157.6000000015,8438591.433333334,9919170.049999997,14000053.3,16,16,26814393.0,3021439.0,3722998999.9999995,0.0,10000.0,10000.0,3790000.0,1310610624433.0
170,query_es2_16_16.q5.reads,query_es2_16_16,es2,q5.reads,fixed_1: v7,5,16,16,36058214.9291,36.0582149291,379.0,433.89595175077017,433.89595175077017,164446.5657135419,0.0,36038860.5,44302918.60000001,52320747.599999994,54901905.699999996,65443849.67000005,16,16,93114163.0,17614550.0,23047000000.0,0.0,10000.0,10000.0,3790000.0,1370468980063.0
171,query_es2_16_16.q6.reads,query_es2_16_16,es2,q6.reads,fixed_int: int_1,6,16,16,595800.43267,0.59580043267,0.0,22321.42857142857,0.0,0.0,0.0,505003.0,699906.2,814572.8999999999,944732.2,1210946.0366666664,16,16,34617586.0,397253.0,4480000000.0,0.0,100000.0,0.0,0.0,1743613944465.0
172,query_es2_16_16.q7.reads,query_es2_16_16,es2,q7.reads,fixed_int: int_10,7,16,16,797085.85154,0.79708585154,373.0,16767.27028839705,16767.27028839705,6254191.817572099,0.0,679253.0,995841.8,1140355.0,1349821.4499999997,1714325.5333333332,16,16,10869670.0,510361.0,5964000000.0,0.0,100000.0,100000.0,37300000.0,1816010924541.0
173,query_es2_16_16.q8.reads,query_es2_16_16,es2,q8.reads,fixed_int: int_100,8,16,16,916116.62781,0.91611662781,373.0,14581.512770707608,14581.512770707608,5438904.263473938,0.0,777473.0,1155230.0,1293965.7666666666,1570031.8499999999,1986242.6633333333,16,16,4403510.0,596803.0,6857998999.999999,0.0,100000.0,100000.0,37300000.0,1912760719970.0
174,query_es2_16_16.q9.reads,query_es2_16_16,es2,q9.reads,fixed_int: int_1000,9,16,16,2211604.88354,2.21160488354,385.0,6261.741156026372,6261.741156026372,2410770.345070153,0.0,1925131.0,2939192.6,2986174.0,3826246.399999999,4538742.426666661,16,16,31610588.0,1428767.0,15969999000.0,0.0,100000.0,100000.0,38500000.0,2033251563745.0
175,query_es2_16_16.q10.reads,query_es2_16_16,es2,q10.reads,fixed_int: int_10000,10,16,16,17978583.27263,17.97858327263,388.0,807.2262962619473,807.2262962619473,313203.80294963554,0.0,16060539.0,22157028.6,25199054.9,28545527.449999996,34609891.43666667,16,16,91820884.0,11536340.0,123880999000.0,0.0,100000.0,100000.0,38800000.0,2417674159564.0
