Patch ID,Execution,Task Name,Topology,Test,OperationsTotal,DocumentsTotal,SizeTotal,DurationTotal,OverheadTotal,ErrorsTotal,AverageLatency,AverageSize,OperationThroughput,DocumentThroughput,SizeThroughput,LatencyMin,LatencyMax,Latency50thPercentile,Latency80thPercentile,Latency90thPercentile,Latency95thPercentile,Latency99thPercentile,WorkersMin,WorkersMax,ErrorRate
63ff7af9d1fe076ac67ff129,0,medical_workload_credit_cards_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523713431,396678000000,1449409921972,0,4859012.15284,523.713431,2520.936376607727,2520.936376607727,1320248.239125941,1951769,84643323,4518163,5395247.6,6046481.833333336,6979965.2,14591028.50333334,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_credit_cards_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,0,0,0,0,0,0,,,,,,,,,,,,,,,
63ff7af9d1fe076ac67ff129,0,medical_workload_credit_cards_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,100000,999000,523194706,142076000000,7552011700336,0,10615012.41024,5231.94706,703.848644387511,7031.4479574312345,3682498.8456882234,655411,53545916,10588892,10754232.799999999,18944301.066666666,21047252.45,29186070.726666637,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_credit_cards_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100080,0,0,539559000000,73273573544,0,7763312.336890954,0,2038.850246219598,0,0,745281,655688552,6051054,7654218.6,12832628.399999997,20826172.25,31305709.246666647,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_credit_cards_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,50211,501834,262818741,212748000000,8762416932647,0,10123818.97946665,5234.286132520762,236.01161938067574,2358.8188843138364,1235352.3464380393,711828,57882359,10447497,16387439.600000001,19770225.066666666,20911603.3,29797939.433333367,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_credit_cards_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100080,0,0,580294000000,51358190635,0,8380983.567442368,0,1895.728716822852,0,0,2720248,662926613,5634876.5,7035677,11723048.866666662,30897082.79999998,51944283.896666646,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_credit_cards_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,49789,49744,0,212666000000,8758392545754,0,10291809.958324127,0,234.1182887720651,233.90668936266258,0,875014,60940552,10371728,16323472.80000001,20514010.2,21783327.800000004,31341200.8,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_credit_cards_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523720076,366709000000,1433147645429,0,4418047.81037,523.720076,2726.957887589342,2726.957887589342,1428162.5921370897,1863719,77487353,4155842,4878861,5390666.833333336,6067687.800000001,13066034.69666679,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_credit_cards_95_5_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523727329,381834000000,1444651244495,0,4627501.476401,523.727329,2618.939120141213,2618.939120141213,1371609.9902051678,1969856,79010766,4149660,4931899,5623192.000000003,7645535.850000003,16648815.12000003,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_credit_cards_95_5_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,5025,5021,0,149103000000,8435228353544,0,10609641.372338308,0,33.70153518037866,33.674708087697766,0,2241390,52701610,10543023,12244557,20462636,21346798.199999996,31506297.053333327,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_credit_cards_95_5_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,94975,948891,496956815,149166000000,7493139560728,0,10539095.687180838,5232.501342458541,636.7067562313127,6361.308877358111,3331568.9567327676,716304,62402328,10586634,10910862.8,19412053.466666665,21053823,29878136.47999988,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_credit_cards_95_5_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100080,0,0,531710000000,68366758967,0,7659235.14691477,0,2068.947358522503,0,0,2844876,563406626,5654426,7298495.6,14770188.633333327,20887361.049999997,32012509.05666664,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_diagnosis_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100080,0,0,414768000000,36562104721,0,5865307.301895317,0,2652.2778999344214,0,0,915687,8721262251,5538914.5,6673598,7497264.699999999,8468627.399999999,15012304.319999978,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_diagnosis_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,0,0,0,0,0,0,,,,,,,,,,,,,,,
63ff7af9d1fe076ac67ff129,0,medical_workload_diagnosis_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523721980,378979000000,1589354101873,0,4469503.348163,523.72198,2638.668633354355,2638.668633354355,1381928.7612242368,1907942,83201656,4196008,4934105.800000001,5453238.833333336,6114193.050000001,13099787.546666829,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_diagnosis_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,100000,20163171,10559524490,35107000000,6118774363472,0,3700684.28303,105595.2449,2848.4347850855956,574334.7765402911,300781168.71279234,577975,8720912667,758179,945594,1158730.0333333332,1960275.8499999896,15585502.149999958,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_diagnosis_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523716210,375750000000,1380071086082,0,4621441.727753,523.71621,2661.343978709248,2661.343978709248,1393788.9820359282,1936888,78027970,4187726.5,4939951.800000001,5618913.466666669,8230952.8500000015,13976467.92000007,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_diagnosis_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,49791,32059,0,39100000000,6276116450407,0,3226021.564198349,0,1273.4271099744244,819.923273657289,0,672273,32693716,3003684,3781476.8000000003,4286111.600000001,4957497.5,13283747.080000335,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_diagnosis_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,50209,12689501,6645569936,39104000000,6236921789506,0,3980301.6289111516,132358.14168774523,1283.9862929623569,324506.4699263502,169946039.68903437,589550,7466807692,792254,959175,1146857.9333333336,1500242.6000000013,11005666.266666692,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_diagnosis_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100080,0,0,415510000000,40272620878,0,5814623.912992692,0,2647.5415754133473,0,0,891484,7467138844,5358712,6454093.8,7427078.699999999,9552451.449999968,15497715.206666641,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_diagnosis_95_5_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100080,0,0,393020000000,36653040954,0,5550771.468415934,0,2799.0433056841894,0,0,896605,9283181029,5216400,6224982.399999999,6903521,7639196.849999996,14615076.339999996,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_diagnosis_95_5_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,94964,21903730,11471282369,37700000000,5741434186443,0,4227719.619740112,120796.1160966261,2518.93899204244,581000.7957559681,304278046.9230769,587622,9282849171,786459,970213.8,1205461.833333333,2090444.6499999878,16105508.279999856,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_diagnosis_95_5_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,5036,3939,0,37700000000,6128525351288,0,2790238.122517871,0,133.58090185676392,104.48275862068965,0,757930,31813161,2548185,3092039.6,3514767.633333333,4683973.499999991,14377708.243333194,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_diagnosis_95_5_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523724359,354604000000,1446202308206,0,4222324.366377,523.724359,2820.047151188368,2820.047151188368,1476927.3866059042,1881949,82374970,3980237,4656786.6,5107883,5601999,12881760.016666712,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_guid_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,100000,93765,49111818,6579000000,6079756761681,0,932000.5469,491.11818,15199.878400972793,14252.165982672139,7464936.616507068,588321,15548135,878588.5,1055813,1182294.8333333333,1316834.699999998,1694871.07666666,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_guid_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523726686,378194000000,1649566696460,0,4382777.294604,523.726686,2644.145597233166,2644.145597233166,1384809.6109404168,1940711,84627559,4145309,4804941,5243719.066666667,5734756.900000001,13460884.630000114,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_guid_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100080,0,0,385584000000,54401435281,0,5561943.538766271,0,2853.0229470102495,0,0,652248,623934060,5496664,6583418.6,7396148.533333332,8330185.799999988,14653284.486666627,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_guid_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,0,0,0,0,0,0,,,,,,,,,,,,,,,
63ff7af9d1fe076ac67ff129,0,medical_workload_guid_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100080,0,0,422170000000,73373700662,0,6076732.08804996,0,2605.77492479333,0,0,680102,551820333,5857631,7081550.399999999,7967431.633333333,9079131.049999999,16209266.376666661,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_guid_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523730577,404029000000,1415294548609,0,5006419.108096,523.730577,2475.069858846766,2475.069858846766,1296269.7652891253,1945127,89133129,4640544,5564759.800000001,6265301.433333334,7300622.150000002,15079046.223333348,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_guid_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,49764,45568,0,17467000000,6531515675678,0,4555136.317096696,0,2849.029598671781,2608.8051754737508,0,782166,28193300,4274922,5137540.2,5783958.633333335,6670990.550000002,11920599.130000137,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_guid_50_50_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,50236,47068,24651730,17468000000,6716815204382,0,822860.6402778884,490.7184091090055,2875.8873368445156,2694.5271353331805,1411250.8587130753,616562,21206909,773217.5,902652.2000000001,1000478,1114956.3000000005,1373402.6133333337,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_guid_95_5_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100080,0,0,374865000000,50816504499,0,5411682.498967348,0,2934.6031237912316,0,0,690156,588852197,5375738,6377824.399999999,7072214.066666666,7846425.749999998,14225403.96333332,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_guid_95_5_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523724599,366858000000,1421661999711,0,4430773.654607,523.724599,2725.850329010135,2725.850329010135,1427594.870494851,1995728,130966435,4168190,4853591.200000001,5330858.633333334,5918530.850000001,13550744.926666986,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_guid_95_5_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.query,94963,89012,46615669,7250000000,5914784514090,0,940184.890104567,490.88243842338596,13098.344827586207,12277.51724137931,6429747.448275862,621481,11477677,888533,1074424,1207299.9999999998,1345924.999999998,1718747.2999999998,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_guid_95_5_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,5037,4709,0,7220000000,5986046240778,0,3508324.30295811,0,697.6454293628809,652.2160664819945,0,841323,18576856,3364913,3984113.4,4379979.933333333,4807173.599999997,8053580.133333305,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_load_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.Crud,1000080,0,0,424671000000,12046461541,0,6760599.931647468,0,2354.9524219925543,0,0,996156,604471052,6333276.5,7534610.6000000015,8374975,9413133.850000001,17112625.966666736,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_load_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523723084,424248000000,1475383441731,0,5297779.03655,523.723084,2357.1118779581757,2357.1118779581757,1234473.9020572873,1995094,119752502,4925405,5860057.6000000015,6510831.700000001,7382110.900000001,15484862.266666703,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_states_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.FSM.update,0,0,0,0,0,0,,,,,,,,,,,,,,,
63ff7af9d1fe076ac67ff129,0,medical_workload_states_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.Crud,1100080,0,0,2440203000000,56825774505,0,34770230.402198024,0,450.8149526904114,0,0,2776328,2284523532,6181611,7791696,15804198.933333328,198299755.94999963,605163111.9266644,16,16,0
63ff7af9d1fe076ac67ff129,0,medical_workload_states_100_0_unencrypted,linux-shard-lite-fle.2022-11,InsertActor.load.inserts,1000000,1000000,523721786,402428000000,1481813939521,0,4935369.346707,523.721786,2484.9165565020326,2484.9165565020326,1301404.9370322144,1897301,83435106,4616297,5507615.4,6136185.066666667,6950980.000000001,14148985.366666801,16,16,0
