,Task,TaskName,Experiment,Phase,Query,QueryNumber,ContentionFactor,ThreadCount,AverageLatency,AverageLatencyMillis,AverageSize,OperationThroughput,DocumentThroughput,SizeThroughput,ErrorRate,Latency50thPercentile,Latency80thPercentile,Latency90thPercentile,Latency95thPercentile,Latency99thPercentile,WorkersMin,WorkersMax,LatencyMax,LatencyMin,DurationTotal,ErrorsTotal,OperationsTotal,DocumentsTotal,SizeTotal,OverheadTotal
40,query_es3_8_1.load.inserts,query_es3_8_1,es3,load.inserts,load,load,8,1,18355326.85352,18.35532685352,156.38311,54.27511516054585,54.27511516054585,8487.71130441431,0.0,18547764.0,19107326.0,19516503.9,19829651.4,20705313.643333327,1,1,137428429.0,7789576.0,1842464999000.0,0.0,100000.0,100000.0,15638311.0,7089150827.0
41,query_es3_8_1.q1.reads,query_es3_8_1,es3,q1.reads,fixed_1: fixed_hf,1,8,1,51474551.778,51.474551778,355.0,19.40877004683336,19.40877004683336,6890.113366625844,0.0,51355627.5,51928781.599999994,52253510.36666667,52468199.8,52967062.78,1,1,57116271.0,50524244.0,515231000000.0,0.0,10000.0,10000.0,3550000.0,1843167874614.0
42,query_es3_8_1.q2.reads,query_es3_8_1,es3,q2.reads,fixed_1: uar,2,8,1,36097124.3756,36.097124375599996,366.209,27.636066248172057,27.636066248172057,10120.57618467684,0.0,34787069.0,36429638.4,37167408.8,38132639.5,62389851.866666704,1,1,152494776.0,33516930.0,361845999000.0,0.0,10000.0,10000.0,3662090.0,2358898530839.0
43,query_es3_8_1.q3.reads,query_es3_8_1,es3,q3.reads,"uar_[1,5]: uar",3,8,1,29052979.5166,29.052979516600004,366.5541,34.34844447693654,34.34844447693654,12590.563151643446,0.0,34413960.5,36006568.0,36968629.46666667,37847936.7,61338348.77333334,1,1,154447225.0,561093.0,291133999000.0,0.0,10000.0,10000.0,3665541.0,2720874449153.0
44,query_es3_8_1.q4.reads,query_es3_8_1,es3,q4.reads,"uar_[1,5]: uar_alllow",4,8,1,28684934.0555,28.6849340555,366.8068,34.77208635995368,34.77208635995368,12754.63772701826,0.0,35035116.5,36383153.2,37411579.63333333,38037650.1,39018375.32000001,1,1,41876282.0,564785.0,287587000000.0,0.0,10000.0,10000.0,3668068.0,3012548946363.0
45,query_es3_8_4.load.inserts,query_es3_8_4,es3,load.inserts,load,load,8,4,31740885.35166,31.74088535166,156.38311,123.86723414375535,123.86723414375535,19370.74330249865,0.0,21093097.0,35874756.2,47968795.86666667,65708247.549999975,144289879.36333328,4,4,6226229156.0,9893468.0,807316000000.0,0.0,100000.0,100000.0,15638311.0,10397281142.0
46,query_es3_8_4.q1.reads,query_es3_8_4,es3,q1.reads,fixed_1: fixed_hf,1,8,4,56925738.8917,56.9257388917,355.0,69.71701910746195,69.71701910746195,24749.541783148994,0.0,56925303.0,57443666.2,57780955.96666667,58147596.3,58802582.693333335,4,4,69409753.0,54779820.0,143436999000.0,0.0,10000.0,10000.0,3550000.0,3235411405229.0
47,query_es3_8_4.q2.reads,query_es3_8_4,es3,q2.reads,fixed_1: uar,2,8,4,39834455.8016,39.8344558016,366.3033,98.86307561901212,98.86307561901212,36213.870847393686,0.0,38733113.5,40446484.8,41313968.43333334,42114294.35,64283376.01000001,4,4,149043613.0,36246748.0,101149999000.0,0.0,10000.0,10000.0,3663033.0,3809991370177.0
48,query_es3_8_4.q3.reads,query_es3_8_4,es3,q3.reads,"uar_[1,5]: uar",3,8,4,32036221.7066,32.0362217066,366.5084,123.06783499064684,123.06783499064684,45105.39529388599,0.0,38297992.5,39920826.400000006,41002121.56666666,41706848.55,64875697.59666667,4,4,149893863.0,585621.0,81256000000.0,0.0,10000.0,10000.0,3665084.0,4216005848294.0
49,query_es3_8_4.q4.reads,query_es3_8_4,es3,q4.reads,"uar_[1,5]: uar_alllow",4,8,4,31277958.6802,31.2779586802,366.8267,126.43983520388214,126.43983520388214,46381.507496383914,0.0,38252889.5,39677861.6,40782403.833333336,41373401.05,42417157.48666667,4,4,51707655.0,585375.0,79088999000.0,0.0,10000.0,10000.0,3668267.0,4542608101865.0
50,query_es3_8_8.load.inserts,query_es3_8_8,es3,load.inserts,load,load,8,8,49275591.96195,49.27559196195,156.38311,158.31051048539666,158.31051048539666,24757.08997539394,0.0,22683024.5,45032031.400000006,67262083.8,99028540.39999998,358430137.12999976,8,8,12249681390.0,11006390.0,631669999000.0,0.0,100000.0,100000.0,15638311.0,30054898397.0
51,query_es3_8_8.q1.reads,query_es3_8_8,es3,q1.reads,fixed_1: fixed_hf,1,8,8,58933643.6075,58.933643607499995,355.0,134.8254011055683,134.8254011055683,47863.017392476744,0.0,58673846.0,59316415.400000006,59856840.866666675,60627691.599999994,64552020.906666666,8,8,111432491.0,54375844.0,74170000000.0,0.0,10000.0,10000.0,3550000.0,5078657682782.0
